model,person,predicted_person,count,n_seeds,mean_confidence,mean_abs_yaw
Model_A,person139,person122,6,1,0.07849797,82.5
Model_A,person012,person075,6,1,0.077994,25.0
Model_A,person055,person122,6,1,0.07776159,70.0
Model_A,person147,person073,6,1,0.07585579,47.5
Model_A,person013,person062,6,1,0.07131692,67.5
Model_A,person117,person065,6,1,0.06764671,22.5
Model_A,person034,person021,6,1,0.06363257,77.5
Model_A,person019,person005,6,1,0.06348065,80.0
Model_A,person151,person008,6,1,0.05512488,80.0
Model_A,person033,person116,6,1,0.05456075,57.5
Model_A,person126,person058,5,3,0.27330562,51.0
Model_A,person083,person139,5,3,0.18231681,24.0
Model_A,person118,person002,5,3,0.10911995,66.0
Model_A,person044,person058,5,3,0.105726555,63.0
Model_A,person010,person020,5,3,0.101984344,54.0
Model_A,person041,person144,5,3,0.08977308,15.0
Model_A,person047,person113,5,3,0.089376464,45.0
Model_A,person107,person113,5,3,0.077589005,39.0
Model_A,person132,person069,5,3,0.06367674,57.0
Model_A,person051,person079,5,2,0.2311373,90.0
Model_A,person136,person047,5,2,0.2195613,18.0
Model_A,person022,person093,5,2,0.19053754,72.0
Model_A,person134,person002,5,2,0.18013206,51.0
Model_A,person087,person021,5,2,0.16021118,81.0
Model_A,person018,person036,5,2,0.15970728,81.0
Model_A,person115,person002,5,2,0.15815493,48.0
Model_A,person137,person035,5,2,0.1511701,39.0
Model_A,person098,person102,5,2,0.14966345,36.0
Model_A,person103,person139,5,2,0.14826666,54.0
Model_A,person052,person124,5,2,0.14502046,15.0
Model_A,person004,person102,5,2,0.14114031,42.0
Model_A,person011,person047,5,2,0.13606597,18.0
Model_A,person048,person070,5,2,0.13104549,81.0
Model_A,person054,person035,5,2,0.1292592,48.0
Model_A,person082,person035,5,2,0.12826864,27.0
Model_A,person074,person035,5,2,0.1272959,42.0
Model_A,person028,person035,5,2,0.12632775,48.0
Model_A,person014,person139,5,2,0.12631297,36.0
Model_A,person020,person092,5,2,0.12419553,36.0
Model_A,person087,person035,5,2,0.1233145,39.0
Model_A,person017,person035,5,2,0.11488215,30.0
Model_A,person141,person002,5,2,0.11324992,48.0
Model_A,person152,person073,5,2,0.11291708,51.0
Model_A,person055,person002,5,2,0.11042692,57.0
Model_A,person058,person035,5,2,0.10822773,72.0
Model_A,person009,person035,5,2,0.10810031,84.0
Model_A,person058,person126,5,2,0.10782124,81.0
Model_A,person041,person035,5,2,0.104549184,42.0
Model_A,person099,person065,5,2,0.10057268,33.0
Model_A,person103,person079,5,2,0.100241445,84.0
Model_A,person111,person062,5,2,0.0996945,48.0
Model_A,person079,person034,5,2,0.09964375,57.0
Model_A,person036,person112,5,2,0.099246696,90.0
Model_A,person125,person008,5,2,0.097378924,60.0
Model_A,person044,person084,5,2,0.09709096,30.0
Model_A,person085,person035,5,2,0.09707267,39.0
Model_A,person071,person065,5,2,0.09640077,15.0
Model_A,person010,person058,5,2,0.09583483,51.0
Model_A,person145,person046,5,2,0.09522627,60.0
Model_A,person114,person008,5,2,0.09406604,78.0
Model_A,person042,person111,5,2,0.093572766,48.0
Model_A,person012,person139,5,2,0.0913293,75.0
Model_A,person109,person126,5,2,0.0912178,54.0
Model_A,person043,person113,5,2,0.09075739,15.0
Model_A,person037,person124,5,2,0.09053763,27.0
Model_A,person054,person127,5,2,0.090064585,69.0
Model_A,person019,person142,5,2,0.087777,69.0
Model_A,person068,person023,5,2,0.08753496,51.0
Model_A,person025,person008,5,2,0.08753036,72.0
Model_A,person087,person025,5,2,0.08734282,75.0
Model_A,person141,person023,5,2,0.08726212,33.0
Model_A,person064,person008,5,2,0.087206855,69.0
Model_A,person001,person011,5,2,0.08701368,15.0
Model_A,person114,person075,5,2,0.08614187,39.0
Model_A,person043,person124,5,2,0.08611514,45.0
Model_A,person118,person088,5,2,0.085649334,78.0
Model_A,person152,person148,5,2,0.08496133,15.0
Model_A,person136,person150,5,2,0.083825015,84.0
Model_A,person066,person126,5,2,0.08381901,60.0
Model_A,person108,person144,5,2,0.08347011,15.0
Model_A,person059,person035,5,2,0.08280853,54.0
Model_A,person086,person117,5,2,0.081242934,21.0
Model_A,person094,person124,5,2,0.079775885,36.0
Model_A,person092,person023,5,2,0.07967929,60.0
Model_A,person067,person021,5,2,0.079382226,63.0
Model_A,person032,person123,5,2,0.07547149,57.0
Model_A,person152,person122,5,2,0.07402047,72.0
Model_A,person003,person046,5,2,0.07045944,72.0
Model_A,person010,person117,5,2,0.061803747,36.0
Model_A,person024,person119,5,2,0.058854282,63.0
Model_A,person100,person004,5,2,0.0584025,57.0
Model_A,person027,person139,5,1,0.3058974,18.0
Model_A,person073,person023,5,1,0.28393468,39.0
Model_A,person077,person102,5,1,0.23391294,42.0
Model_A,person143,person093,5,1,0.21849987,81.0
Model_A,person130,person102,5,1,0.20401561,39.0
Model_A,person032,person109,5,1,0.20228879,72.0
Model_A,person025,person021,5,1,0.19246224,81.0
Model_A,person041,person139,5,1,0.18989818,78.0
Model_A,person052,person031,5,1,0.18026064,27.0
Model_A,person017,person087,5,1,0.17848344,39.0
Model_A,person120,person047,5,1,0.17811497,24.0
Model_A,person119,person021,5,1,0.1707924,81.0
Model_A,person113,person023,5,1,0.1690381,33.0
Model_A,person145,person109,5,1,0.16340686,84.0
Model_A,person103,person093,5,1,0.16221237,72.0
Model_A,person075,person149,5,1,0.15840419,24.0
Model_A,person143,person079,5,1,0.1554987,63.0
Model_A,person095,person034,5,1,0.1553814,66.0
Model_A,person044,person034,5,1,0.1530589,57.0
Model_A,person004,person124,5,1,0.15270369,36.0
Model_A,person078,person024,5,1,0.15237519,24.0
Model_A,person007,person047,5,1,0.15163589,27.0
Model_A,person065,person023,5,1,0.14987536,36.0
Model_A,person013,person124,5,1,0.14303607,27.0
Model_A,person101,person124,5,1,0.13959575,42.0
Model_A,person049,person035,5,1,0.13793303,24.0
Model_A,person037,person047,5,1,0.13731618,42.0
Model_A,person134,person110,5,1,0.13728423,42.0
Model_A,person024,person008,5,1,0.13536043,72.0
Model_A,person043,person037,5,1,0.13288829,36.0
Model_A,person119,person079,5,1,0.12789537,78.0
Model_A,person017,person015,5,1,0.12735584,42.0
Model_A,person031,person079,5,1,0.12720886,75.0
Model_A,person114,person021,5,1,0.1225272,81.0
Model_A,person095,person112,5,1,0.12056074,84.0
Model_A,person114,person119,5,1,0.12009065,24.0
Model_A,person086,person102,5,1,0.11459676,39.0
Model_A,person013,person047,5,1,0.112954535,36.0
Model_A,person093,person003,5,1,0.1121968,81.0
Model_A,person003,person124,5,1,0.10917535,39.0
Model_A,person074,person021,5,1,0.10798152,84.0
Model_A,person069,person122,5,1,0.10566471,69.0
Model_A,person027,person116,5,1,0.10479613,63.0
Model_A,person104,person042,5,1,0.104454115,84.0
Model_A,person101,person021,5,1,0.10444375,72.0
Model_A,person014,person093,5,1,0.104334936,84.0
Model_A,person068,person003,5,1,0.1040535,78.0
Model_A,person060,person021,5,1,0.10395446,87.0
Model_A,person097,person139,5,1,0.10363805,57.0
Model_A,person046,person068,5,1,0.10308534,42.0
Model_A,person027,person021,5,1,0.1008216,87.0
Model_A,person054,person045,5,1,0.09986347,15.0
Model_A,person034,person096,5,1,0.0997063,84.0
Model_A,person118,person089,5,1,0.09868256,57.0
Model_A,person065,person014,5,1,0.09827025,66.0
Model_A,person136,person023,5,1,0.09815055,36.0
Model_A,person008,person003,5,1,0.09743575,72.0
Model_A,person026,person079,5,1,0.09740615,81.0
Model_A,person109,person082,5,1,0.09711954,66.0
Model_A,person032,person134,5,1,0.09703279,42.0
Model_A,person141,person021,5,1,0.09649618,81.0
Model_A,person080,person062,5,1,0.09631055,87.0
Model_A,person058,person119,5,1,0.09502162,69.0
Model_A,person101,person126,5,1,0.094580635,75.0
Model_A,person092,person062,5,1,0.09428076,51.0
Model_A,person134,person018,5,1,0.09329531,45.0
Model_A,person006,person008,5,1,0.09147417,78.0
Model_A,person002,person150,5,1,0.090461515,69.0
Model_A,person097,person112,5,1,0.0891536,87.0
Model_A,person061,person046,5,1,0.0890437,57.0
Model_A,person140,person021,5,1,0.0886446,75.0
Model_A,person053,person134,5,1,0.088188246,36.0
Model_A,person112,person149,5,1,0.088010326,72.0
Model_A,person008,person149,5,1,0.08711366,78.0
Model_A,person103,person021,5,1,0.0862968,87.0
Model_A,person011,person086,5,1,0.085657224,36.0
Model_A,person104,person116,5,1,0.08533271,69.0
Model_A,person034,person023,5,1,0.084752604,45.0
Model_A,person109,person008,5,1,0.08351971,81.0
Model_A,person018,person003,5,1,0.083474055,69.0
Model_A,person105,person062,5,1,0.08217325,69.0
Model_A,person054,person021,5,1,0.08205213,87.0
Model_A,person104,person022,5,1,0.08170331,48.0
Model_A,person094,person126,5,1,0.08122398,60.0
Model_A,person063,person002,5,1,0.08063674,66.0
Model_A,person145,person053,5,1,0.08054678,78.0
Model_A,person107,person003,5,1,0.07933399,69.0
Model_A,person081,person021,5,1,0.07843902,69.0
Model_A,person014,person003,5,1,0.07806526,42.0
Model_A,person082,person005,5,1,0.078053616,78.0
Model_A,person099,person082,5,1,0.07682268,78.0
Model_A,person085,person014,5,1,0.07678799,36.0
Model_A,person153,person126,5,1,0.07641639,78.0
Model_A,person148,person021,5,1,0.07615236,81.0
Model_A,person103,person116,5,1,0.07607081,66.0
Model_A,person050,person116,5,1,0.07557666,81.0
Model_A,person057,person116,5,1,0.074860275,81.0
Model_A,person113,person138,5,1,0.07209934,84.0
Model_A,person064,person003,5,1,0.07116472,78.0
Model_A,person092,person075,5,1,0.070551924,42.0
Model_A,person069,person008,5,1,0.070274614,72.0
Model_A,person071,person082,5,1,0.06897692,75.0
Model_A,person001,person035,5,1,0.06670399,81.0
Model_A,person047,person150,5,1,0.066452526,87.0
Model_A,person147,person109,5,1,0.066022485,72.0
Model_A,person128,person062,5,1,0.06596535,87.0
Model_A,person132,person091,5,1,0.06584497,66.0
Model_A,person025,person119,5,1,0.065367274,72.0
Model_A,person029,person122,5,1,0.06501378,81.0
Model_A,person099,person124,5,1,0.06440674,33.0
Model_A,person136,person093,5,1,0.063220516,36.0
Model_A,person039,person122,5,1,0.062484123,72.0
Model_A,person148,person011,5,1,0.061323762,72.0
Model_A,person067,person033,5,1,0.058295883,81.0
Model_A,person145,person062,5,1,0.05799342,81.0
Model_A,person040,person082,5,1,0.056568615,81.0
Model_A,person118,person075,5,1,0.056197036,42.0
Model_A,person086,person063,5,1,0.0556826,78.0
Model_A,person044,person042,5,1,0.055484105,33.0
Model_A,person023,person150,5,1,0.04953187,75.0
Model_A,person093,person140,5,1,0.04787177,72.0
Model_A,person062,person002,4,3,0.09500781,71.25
Model_A,person037,person036,4,3,0.08749297,26.25
Model_A,person031,person007,4,3,0.08441554,30.0
Model_A,person048,person129,4,3,0.08416008,15.0
Model_A,person045,person035,4,3,0.079146236,63.75
Model_A,person132,person073,4,3,0.06641116,78.75
Model_A,person101,person047,4,2,0.28613237,15.0
Model_A,person131,person021,4,2,0.18123665,78.75
Model_A,person140,person139,4,2,0.17892364,30.0
Model_A,person127,person047,4,2,0.17590626,15.0
Model_A,person145,person021,4,2,0.17547697,75.0
Model_A,person073,person084,4,2,0.17066428,15.0
Model_A,person025,person084,4,2,0.17060174,18.75
Model_A,person019,person002,4,2,0.16848859,45.0
Model_A,person129,person070,4,2,0.16124023,48.75
Model_A,person061,person139,4,2,0.15833627,67.5
Model_A,person088,person095,4,2,0.15041158,67.5
Model_A,person095,person070,4,2,0.13814695,56.25
Model_A,person048,person123,4,2,0.1354529,30.0
Model_A,person140,person035,4,2,0.13403186,41.25
Model_A,person153,person079,4,2,0.13159868,82.5
Model_A,person078,person055,4,2,0.12907249,33.75
Model_A,person123,person070,4,2,0.12743294,37.5
Model_A,person101,person093,4,2,0.12630087,60.0
Model_A,person095,person114,4,2,0.12556511,78.75
Model_A,person027,person093,4,2,0.12476229,60.0
Model_A,person075,person006,4,2,0.12384883,60.0
Model_A,person120,person117,4,2,0.120485045,30.0
Model_A,person107,person093,4,2,0.11987098,48.75
Model_A,person040,person139,4,2,0.11894062,22.5
Model_A,person064,person139,4,2,0.11889371,86.25
Model_A,person080,person079,4,2,0.11878222,90.0
Model_A,person133,person047,4,2,0.116908014,15.0
Model_A,person102,person035,4,2,0.11619072,52.5
Model_A,person106,person055,4,2,0.11593841,56.25
Model_A,person074,person135,4,2,0.11582259,30.0
Model_A,person144,person093,4,2,0.11454503,56.25
Model_A,person122,person020,4,2,0.113255635,26.25
Model_A,person095,person126,4,2,0.11206723,71.25
Model_A,person106,person002,4,2,0.111366674,45.0
Model_A,person062,person089,4,2,0.109883934,63.75
Model_A,person050,person096,4,2,0.109511204,78.75
Model_A,person056,person035,4,2,0.1079897,41.25
Model_A,person031,person023,4,2,0.10696864,48.75
Model_A,person017,person079,4,2,0.10578871,86.25
Model_A,person128,person025,4,2,0.10446146,63.75
Model_A,person060,person030,4,2,0.10430013,15.0
Model_A,person024,person047,4,2,0.102646254,33.75
Model_A,person121,person150,4,2,0.09857921,60.0
Model_A,person076,person020,4,2,0.0959026,56.25
Model_A,person079,person092,4,2,0.09490548,71.25
Model_A,person131,person075,4,2,0.09412184,56.25
Model_A,person073,person030,4,2,0.093442805,60.0
Model_A,person009,person036,4,2,0.09293246,63.75
Model_A,person001,person047,4,2,0.09118998,15.0
Model_A,person072,person023,4,2,0.09081651,78.75
Model_A,person046,person116,4,2,0.08887713,56.25
Model_A,person031,person035,4,2,0.087556615,48.75
Model_A,person013,person086,4,2,0.087476686,15.0
Model_A,person116,person124,4,2,0.08718515,15.0
Model_A,person147,person035,4,2,0.08709806,41.25
Model_A,person110,person018,4,2,0.086061575,26.25
Model_A,person059,person144,4,2,0.08508942,82.5
Model_A,person078,person075,4,2,0.08415614,33.75
Model_A,person066,person082,4,2,0.08240932,67.5
Model_A,person037,person020,4,2,0.08214492,33.75
Model_A,person128,person148,4,2,0.081592426,15.0
Model_A,person132,person076,4,2,0.08121292,22.5
Model_A,person012,person126,4,2,0.080203176,67.5
Model_A,person022,person035,4,2,0.079378635,52.5
Model_A,person009,person119,4,2,0.07834845,48.75
Model_A,person103,person035,4,2,0.07783252,41.25
Model_A,person103,person117,4,2,0.07542729,26.25
Model_A,person112,person079,4,2,0.07351744,82.5
Model_A,person090,person008,4,2,0.07209646,78.75
Model_A,person048,person075,4,2,0.07193643,30.0
Model_A,person098,person131,4,2,0.07181461,15.0
Model_A,person064,person035,4,2,0.07107205,86.25
Model_A,person082,person149,4,2,0.06888764,26.25
Model_A,person038,person035,4,2,0.068753004,48.75
Model_A,person032,person061,4,2,0.066996045,37.5
Model_A,person127,person035,4,2,0.066960484,52.5
Model_A,person151,person003,4,2,0.066845894,71.25
Model_A,person102,person138,4,2,0.06593168,82.5
Model_A,person124,person091,4,2,0.06509596,48.75
Model_A,person039,person096,4,2,0.06285989,86.25
Model_A,person149,person008,4,2,0.05884736,78.75
Model_A,person051,person005,4,2,0.055857465,86.25
Model_A,person048,person012,4,2,0.054898504,15.0
Model_A,person113,person035,4,2,0.046315186,52.5
Model_A,person028,person049,4,2,0.04289973,60.0
Model_A,person138,person047,4,1,0.39651725,15.0
Model_A,person033,person084,4,1,0.38630417,15.0
Model_A,person111,person084,4,1,0.30104247,15.0
Model_A,person081,person084,4,1,0.25113967,15.0
Model_A,person037,person023,4,1,0.24737194,45.0
Model_A,person043,person139,4,1,0.24000663,52.5
Model_A,person030,person047,4,1,0.22331297,15.0
Model_A,person085,person124,4,1,0.2230285,15.0
Model_A,person127,person079,4,1,0.22123915,86.25
Model_A,person008,person112,4,1,0.21351922,48.75
Model_A,person043,person093,4,1,0.21321774,67.5
Model_A,person044,person121,4,1,0.21003243,45.0
Model_A,person127,person102,4,1,0.19680674,45.0
Model_A,person140,person079,4,1,0.19023293,86.25
Model_A,person129,person095,4,1,0.18855669,90.0
Model_A,person080,person068,4,1,0.18709347,45.0
Model_A,person098,person021,4,1,0.18600196,90.0
Model_A,person129,person035,4,1,0.18286464,67.5
Model_A,person034,person088,4,1,0.1806215,90.0
Model_A,person033,person149,4,1,0.17889126,15.0
Model_A,person024,person139,4,1,0.17783543,52.5
Model_A,person153,person139,4,1,0.17782995,41.25
Model_A,person137,person102,4,1,0.17733422,37.5
Model_A,person101,person023,4,1,0.1713272,37.5
Model_A,person038,person124,4,1,0.17131656,15.0
Model_A,person063,person093,4,1,0.1702136,82.5
Model_A,person135,person079,4,1,0.16892064,60.0
Model_A,person072,person079,4,1,0.16839734,56.25
Model_A,person007,person025,4,1,0.16797353,71.25
Model_A,person149,person062,4,1,0.16716541,41.25
Model_A,person122,person002,4,1,0.1667606,33.75
Model_A,person044,person047,4,1,0.16553931,45.0
Model_A,person017,person139,4,1,0.16518241,30.0
Model_A,person094,person023,4,1,0.16512173,26.25
Model_A,person015,person079,4,1,0.16071892,48.75
Model_A,person026,person119,4,1,0.16066298,90.0
Model_A,person034,person084,4,1,0.15651813,15.0
Model_A,person023,person084,4,1,0.1565166,15.0
Model_A,person080,person114,4,1,0.15633677,86.25
Model_A,person123,person109,4,1,0.1559133,63.75
Model_A,person097,person003,4,1,0.15578446,90.0
Model_A,person114,person020,4,1,0.15566744,90.0
Model_A,person095,person086,4,1,0.14897679,60.0
Model_A,person069,person089,4,1,0.14726214,30.0
Model_A,person066,person008,4,1,0.14536841,41.25
Model_A,person001,person124,4,1,0.14326859,26.25
Model_A,person029,person084,4,1,0.14321181,15.0
Model_A,person135,person102,4,1,0.14285523,30.0
Model_A,person106,person020,4,1,0.14231345,22.5
Model_A,person049,person113,4,1,0.14073753,15.0
Model_A,person044,person046,4,1,0.14029668,60.0
Model_A,person089,person047,4,1,0.13898335,15.0
Model_A,person017,person102,4,1,0.13849099,41.25
Model_A,person063,person053,4,1,0.1382195,15.0
Model_A,person089,person124,4,1,0.13806282,22.5
Model_A,person037,person102,4,1,0.13627347,30.0
Model_A,person121,person124,4,1,0.1345529,22.5
Model_A,person122,person149,4,1,0.13214992,63.75
Model_A,person135,person093,4,1,0.13148949,86.25
Model_A,person124,person029,4,1,0.1311588,71.25
Model_A,person032,person082,4,1,0.13106483,67.5
Model_A,person107,person023,4,1,0.13071005,37.5
Model_A,person087,person109,4,1,0.12881291,78.75
Model_A,person043,person116,4,1,0.12804547,75.0
Model_A,person046,person088,4,1,0.12727408,90.0
Model_A,person115,person114,4,1,0.12550431,45.0
Model_A,person070,person020,4,1,0.12543215,37.5
Model_A,person120,person147,4,1,0.12537068,15.0
Model_A,person132,person093,4,1,0.1238954,67.5
Model_A,person101,person035,4,1,0.122018404,26.25
Model_A,person129,person092,4,1,0.12182265,41.25
Model_A,person099,person139,4,1,0.12168571,48.75
Model_A,person107,person124,4,1,0.11991604,33.75
Model_A,person144,person116,4,1,0.118153706,71.25
Model_A,person110,person062,4,1,0.11727451,78.75
Model_A,person046,person073,4,1,0.11673861,45.0
Model_A,person048,person018,4,1,0.116520025,52.5
Model_A,person043,person023,4,1,0.11614531,22.5
Model_A,person056,person002,4,1,0.11583147,56.25
Model_A,person114,person139,4,1,0.11446872,67.5
Model_A,person135,person112,4,1,0.11350563,60.0
Model_A,person013,person021,4,1,0.11349086,82.5
Model_A,person010,person003,4,1,0.112886444,90.0
Model_A,person134,person004,4,1,0.112200305,60.0
Model_A,person046,person117,4,1,0.11151095,15.0
Model_A,person022,person079,4,1,0.11135551,71.25
Model_A,person056,person003,4,1,0.11024827,78.75
Model_A,person007,person021,4,1,0.10975146,82.5
Model_A,person131,person003,4,1,0.10898844,90.0
Model_A,person138,person112,4,1,0.10862437,67.5
Model_A,person110,person122,4,1,0.10852529,60.0
Model_A,person086,person112,4,1,0.108171344,52.5
Model_A,person027,person035,4,1,0.10795225,30.0
Model_A,person027,person108,4,1,0.10793491,15.0
Model_A,person117,person096,4,1,0.10750588,82.5
Model_A,person068,person062,4,1,0.10714232,78.75
Model_A,person071,person149,4,1,0.107083976,82.5
Model_A,person149,person023,4,1,0.1060905,71.25
Model_A,person120,person118,4,1,0.10251993,15.0
Model_A,person103,person126,4,1,0.10125326,71.25
Model_A,person090,person096,4,1,0.099582195,78.75
Model_A,person094,person082,4,1,0.0993575,78.75
Model_A,person128,person034,4,1,0.09899755,60.0
Model_A,person065,person068,4,1,0.09786177,37.5
Model_A,person014,person021,4,1,0.09752872,82.5
Model_A,person015,person003,4,1,0.097021155,60.0
Model_A,person114,person064,4,1,0.09649433,82.5
Model_A,person008,person002,4,1,0.09574236,78.75
Model_A,person011,person003,4,1,0.095699966,52.5
Model_A,person086,person089,4,1,0.09544539,41.25
Model_A,person140,person100,4,1,0.09426037,37.5
Model_A,person099,person041,4,1,0.094257705,15.0
Model_A,person130,person116,4,1,0.0941097,75.0
Model_A,person124,person149,4,1,0.09398735,75.0
Model_A,person039,person009,4,1,0.093656346,15.0
Model_A,person125,person047,4,1,0.09245166,26.25
Model_A,person098,person113,4,1,0.092411324,15.0
Model_A,person076,person122,4,1,0.09217465,86.25
Model_A,person045,person079,4,1,0.09135603,30.0
Model_A,person046,person149,4,1,0.09106678,71.25
Model_A,person147,person096,4,1,0.09092845,67.5
Model_A,person071,person126,4,1,0.089938834,48.75
Model_A,person099,person076,4,1,0.08977753,33.75
Model_A,person104,person091,4,1,0.088702634,78.75
Model_A,person016,person075,4,1,0.0885755,37.5
Model_A,person071,person127,4,1,0.08787972,15.0
Model_A,person098,person082,4,1,0.08719191,78.75
Model_A,person129,person058,4,1,0.08709864,82.5
Model_A,person132,person122,4,1,0.08612691,75.0
Model_A,person110,person120,4,1,0.08503668,60.0
Model_A,person128,person122,4,1,0.084599175,78.75
Model_A,person034,person003,4,1,0.084411964,71.25
Model_A,person053,person047,4,1,0.08318648,41.25
Model_A,person048,person035,4,1,0.08290217,41.25
Model_A,person082,person081,4,1,0.08265169,15.0
Model_A,person151,person068,4,1,0.08244944,33.75
Model_A,person103,person082,4,1,0.08243045,86.25
Model_A,person125,person117,4,1,0.08188731,22.5
Model_A,person107,person031,4,1,0.08168676,15.0
Model_A,person014,person116,4,1,0.08113473,86.25
Model_A,person056,person084,4,1,0.0809463,52.5
Model_A,person085,person033,4,1,0.08085132,63.75
Model_A,person139,person021,4,1,0.080062404,71.25
Model_A,person026,person139,4,1,0.07957812,26.25
Model_A,person036,person119,4,1,0.078888446,86.25
Model_A,person047,person021,4,1,0.07847499,71.25
Model_A,person001,person069,4,1,0.07842258,63.75
Model_A,person017,person124,4,1,0.0783547,37.5
Model_A,person096,person122,4,1,0.078257725,67.5
Model_A,person056,person082,4,1,0.078208864,90.0
Model_A,person097,person020,4,1,0.077421695,37.5
Model_A,person131,person047,4,1,0.0774063,52.5
Model_A,person103,person076,4,1,0.076040536,15.0
Model_A,person040,person148,4,1,0.075552195,90.0
Model_A,person085,person021,4,1,0.07542163,82.5
Model_A,person120,person082,4,1,0.075361,82.5
Model_A,person103,person003,4,1,0.07528782,78.75
Model_A,person067,person109,4,1,0.07492587,75.0
Model_A,person032,person047,4,1,0.0746222,48.75
Model_A,person105,person122,4,1,0.074373156,60.0
Model_A,person037,person112,4,1,0.073359914,22.5
Model_A,person083,person014,4,1,0.072523594,52.5
Model_A,person110,person015,4,1,0.07248847,48.75
Model_A,person004,person122,4,1,0.072082914,63.75
Model_A,person022,person003,4,1,0.071038544,78.75
Model_A,person027,person003,4,1,0.07070047,86.25
Model_A,person127,person150,4,1,0.070655525,90.0
Model_A,person013,person122,4,1,0.07003155,67.5
Model_A,person022,person082,4,1,0.06871649,86.25
Model_A,person079,person035,4,1,0.068319336,86.25
Model_A,person131,person096,4,1,0.06821456,75.0
Model_A,person102,person150,4,1,0.06537225,63.75
Model_A,person001,person116,4,1,0.064564615,78.75
Model_A,person032,person114,4,1,0.063370146,56.25
Model_A,person116,person150,4,1,0.06127648,78.75
Model_A,person150,person023,4,1,0.060372368,22.5
Model_A,person117,person047,4,1,0.060369045,22.5
Model_A,person107,person116,4,1,0.059004072,67.5
Model_A,person064,person116,4,1,0.057853,45.0
Model_A,person054,person002,4,1,0.056900464,60.0
Model_A,person086,person003,4,1,0.056758508,75.0
Model_A,person108,person062,4,1,0.05650567,90.0
Model_A,person064,person042,4,1,0.055859324,15.0
Model_A,person052,person096,4,1,0.055222794,75.0
Model_A,person114,person068,4,1,0.053946998,75.0
Model_A,person124,person150,4,1,0.048180018,67.5
Model_A,person127,person014,4,1,0.04784748,41.25
Model_A,person121,person021,3,3,0.16328402,75.0
Model_A,person134,person020,3,3,0.16239181,35.0
Model_A,person079,person126,3,3,0.14362648,65.0
Model_A,person115,person102,3,3,0.13579734,35.0
Model_A,person110,person023,3,3,0.13388789,45.0
Model_A,person052,person015,3,3,0.05619742,50.0
Model_A,person051,person084,3,2,0.297214,15.0
Model_A,person033,person139,3,2,0.24886121,30.0
Model_A,person005,person139,3,2,0.24423395,40.0
Model_A,person049,person023,3,2,0.24355705,45.0
Model_A,person066,person070,3,2,0.21752638,30.0
Model_A,person042,person034,3,2,0.1967677,60.0
Model_A,person066,person075,3,2,0.19269408,30.0
Model_A,person096,person139,3,2,0.18764514,25.0
Model_A,person079,person021,3,2,0.1866272,70.0
Model_A,person114,person123,3,2,0.1849855,15.0
Model_A,person042,person009,3,2,0.17619807,15.0
Model_A,person129,person012,3,2,0.16260228,15.0
Model_A,person024,person142,3,2,0.15824883,40.0
Model_A,person100,person113,3,2,0.15324397,15.0
Model_A,person053,person075,3,2,0.15049835,70.0
Model_A,person121,person035,3,2,0.14120653,55.0
Model_A,person142,person139,3,2,0.14117023,30.0
Model_A,person127,person084,3,2,0.14034133,15.0
Model_A,person146,person102,3,2,0.12998708,15.0
Model_A,person025,person059,3,2,0.12897153,15.0
Model_A,person052,person072,3,2,0.12587124,15.0
Model_A,person018,person112,3,2,0.12522964,75.0
Model_A,person119,person002,3,2,0.124072164,70.0
Model_A,person077,person139,3,2,0.12212327,60.0
Model_A,person141,person139,3,2,0.12142942,25.0
Model_A,person060,person079,3,2,0.120915405,60.0
Model_A,person088,person020,3,2,0.1186355,25.0
Model_A,person063,person112,3,2,0.11254931,50.0
Model_A,person048,person020,3,2,0.11237081,75.0
Model_A,person075,person055,3,2,0.10823077,85.0
Model_A,person120,person112,3,2,0.10810885,35.0
Model_A,person081,person023,3,2,0.107599564,70.0
Model_A,person105,person113,3,2,0.10720963,15.0
Model_A,person068,person114,3,2,0.10620137,75.0
Model_A,person145,person126,3,2,0.10558048,40.0
Model_A,person039,person093,3,2,0.09979393,45.0
Model_A,person019,person024,3,2,0.09979355,25.0
Model_A,person022,person139,3,2,0.09890864,55.0
Model_A,person144,person035,3,2,0.095685445,65.0
Model_A,person095,person035,3,2,0.09562525,75.0
Model_A,person145,person097,3,2,0.09323606,15.0
Model_A,person096,person035,3,2,0.09033067,50.0
Model_A,person019,person023,3,2,0.08966269,55.0
Model_A,person115,person119,3,2,0.0886366,75.0
Model_A,person081,person122,3,2,0.0865073,65.0
Model_A,person110,person021,3,2,0.08611038,55.0
Model_A,person123,person036,3,2,0.08568684,80.0
Model_A,person010,person139,3,2,0.0852165,30.0
Model_A,person117,person075,3,2,0.0846535,35.0
Model_A,person019,person118,3,2,0.083806016,15.0
Model_A,person097,person002,3,2,0.082893275,55.0
Model_A,person104,person035,3,2,0.082812,75.0
Model_A,person143,person035,3,2,0.08170685,65.0
Model_A,person054,person153,3,2,0.08164143,20.0
Model_A,person100,person035,3,2,0.08065989,45.0
Model_A,person026,person114,3,2,0.08060276,50.0
Model_A,person120,person075,3,2,0.07660867,45.0
Model_A,person078,person035,3,2,0.07557923,60.0
Model_A,person078,person062,3,2,0.0754666,40.0
Model_A,person151,person033,3,2,0.07540939,15.0
Model_A,person112,person122,3,2,0.07531414,75.0
Model_A,person034,person122,3,2,0.07479077,65.0
